,Lettice,Church,The Co-op,Dinner Service,Sunday Afternoon,The Legend of Public School,Seeking Inspiration,The Family with All the Stuff,It's All Happening At the Zoo,Invitation to the Salon,Arabic Loan Words,Lettice's Aquarium,Mirrors,German Loan Words,Previously Missed Words,Handwashing,Isolation,Afrikaans Loan Words,Ash Wednesday,The Doll,Was It This Way For the Desert Fathers?,Easter,The House of Mildew,Mrs. Barron Commands,Year-end Competition,J E R O M E,Jam,Worldly Cinema,Italian Loan Words,Clipping Coupons,Heard Rather Than Seen,Halloween,That Other Question,Crisis,Daydream of Winning,Advent,Consultation,Latin Root Studies,Snow Shoveling,Dinner for Tyler Barron,Middle School English,French Art Words,That Question,Birthday Candles,Lessons from Sara,Choosing the Year's Curriculum,Hawaiian Loan Words,Zulu Loan Words,The Homeschooling Newsletter,Aboriginal Loan Words,Exercises in Reading Between the Lines,Lessons for Lettice,At the Copy Shop,Return to the House of Mildew,Lawn Mowing,Ironing,At the Bookstore,Snow Day,Lent,Greek Root Studies,Epilogue,Spelling Practice,Mr. Barron Intervenes,Moodiness,Overheard,Mother's Temporary Work,Pentecost,Mrs. Perry Gossips,Contributions to Father's Newsletter,Proofreading,A Confrontation About Practice,Bowing Out of the Newsletter,Minding Lettice,Sibling Rivalry,Lettice Revolts,A Call to Arms,The State Fair,Orange and Purple Christmas,Performance Practice,Reflections,Mother and the Haircut,Discipline,Running Away,Church Jumble Sale
036_output.txt,1.0,1.0,1.0,1.0,6.0,5.0,,1.0,,,7.0,1.0,,,2.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,2.0,,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
053_output.txt,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,,,,2.0,1.0,,2.0,1.0,1.0,3.0,2.0,3.0,,,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,3.0,1.0,1.0,,1.0,2.0,,1.0,1.0,3.0,2.0,1.0,,,,6.0,,3.0,,,2.0,,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,,,,,
061_output.txt,1.0,1.0,1.0,1.0,7.0,3.0,,1.0,,1.0,4.0,1.0,1.0,5.0,2.0,4.0,7.0,1.0,1.0,1.0,5.0,,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,5.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,,,,7.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,
040_output.txt,1.0,1.0,1.0,1.0,11.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,9.0,3.0,1.0,1.0,,,8.0,1.0,3.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,
030_output.txt,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,
015_output.txt,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,2.0,,7.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,,,,4.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,1.0,1.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,6.0,1.0,1.0,2.0,,,,,2.0,,2.0,,,1.0,,,,,2.0,,1.0,,,,,
094_output.txt,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,4.0,,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,3.0,,,,,1.0,1.0,,,1.0,,1.0,2.0,,,5.0,1.0,2.0,,,2.0,1.0,,,,,1.0,2.0,,,1.0,1.0,,,
054_output.txt,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,,,4.0,1.0,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,5.0,1.0,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,4.0,,3.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,1.0
031_output.txt,1.0,1.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,,9.0,3.0,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,4.0,2.0,2.0,,1.0,1.0,,4.0,,,3.0,3.0,1.0,1.0,3.0,,1.0,2.0,4.0,1.0,1.0,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,,,
001_output.txt,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,,3.0,1.0,,3.0,2.0,4.0,,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,
018_output.txt,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,,1.0,6.0,,1.0,2.0,2.0,2.0,,,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,,1.0,,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,2.0,4.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,
074_output.txt,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,3.0,,,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,4.0,1.0,1.0,1.0,,,6.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,
045_output.txt,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,2.0,1.0,4.0,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,,1.0,1.0,3.0,,3.0,2.0,1.0,2.0,1.0,2.0,,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,1.0,,1.0,4.0,,1.0,,1.0,2.0,,1.0,1.0,7.0,1.0,1.0,2.0,1.0,,5.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,
098_output.txt,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,,1.0,4.0,,,2.0,2.0,3.0,9.0,,,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,
027_output.txt,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,1.0,3.0,,1.0,3.0,2.0,2.0,6.0,,,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,,1.0,2.0,,1.0,,7.0,2.0,1.0,,1.0,3.0,,,1.0,1.0,1.0,2.0,,1.0,4.0,1.0,,,,,,1.0,1.0,4.0,,
002_output.txt,1.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,,1.0,2.0,,1.0,2.0,7.0,8.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,
004_output.txt,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,,7.0,,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,,2.0,,2.0,1.0,2.0,,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,2.0,3.0,1.0,1.0,2.0,,,3.0,,3.0,1.0,,,,,,,,,,,,,,,,1.0
037_output.txt,1.0,1.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,2.0,3.0,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,,1.0,1.0,1.0,4.0,,1.0,,,,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,
051_output.txt,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,4.0,1.0,1.0,2.0,,,,,2.0,1.0,,3.0,,1.0,,,,,1.0,,,1.0,1.0,,,1.0
046_output.txt,1.0,1.0,1.0,1.0,4.0,2.0,,1.0,1.0,1.0,14.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,4.0,6.0,,2.0,1.0,2.0,,1.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,8.0,,1.0,,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,5.0,,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,
033_output.txt,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,,3.0,,,1.0,2.0,1.0,9.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,,6.0,2.0,1.0,1.0,1.0,1.0,7.0,,,1.0,,,,,,,,,1.0,,,,,,,
080_output.txt,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,3.0,,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,1.0,,,,1.0,,1.0,,1.0,,2.0,,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,,2.0,,1.0,2.0,2.0,1.0,,,,,,,,,
099_output.txt,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,2.0,,2.0,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,2.0,,1.0,2.0,,,5.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
068_output.txt,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,,,5.0,1.0,,3.0,2.0,2.0,,1.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,4.0,,1.0,2.0,1.0,6.0,,,,1.0,,,,,,,,,,,,,,7.0,1.0,
038_output.txt,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,2.0,,4.0,,,1.0,2.0,2.0,3.0,3.0,,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
009_output.txt,1.0,1.0,1.0,1.0,4.0,3.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,1.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,6.0,1.0,,,,,,,,,,,,,1.0,,,,,
070_output.txt,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,,2.0,,,1.0,,1.0,2.0,2.0,,1.0,2.0,5.0,1.0,,1.0,,2.0,1.0,5.0,,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0
067_output.txt,1.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,7.0,,1.0,1.0,4.0,2.0,4.0,1.0,,4.0,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
026_output.txt,1.0,1.0,1.0,1.0,4.0,4.0,,1.0,,,11.0,2.0,,3.0,2.0,4.0,1.0,3.0,2.0,,2.0,,1.0,1.0,4.0,2.0,1.0,,1.0,5.0,,2.0,,,2.0,1.0,,2.0,2.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,1.0,,3.0,5.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,1.0
090_output.txt,1.0,1.0,1.0,1.0,3.0,4.0,,1.0,,1.0,1.0,,,1.0,2.0,,2.0,,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,1.0,2.0,,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,2.0,1.0,2.0,1.0,5.0,10.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,3.0,,
023_output.txt,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,7.0,,,2.0,2.0,3.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,,,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,3.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
043_output.txt,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,,12.0,,,2.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,,3.0,,2.0,,,2.0,,1.0,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,,,,,,1.0,,3.0,,1.0,,,,,1.0,,1.0,,,,,
069_output.txt,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,,9.0,1.0,,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,,2.0,,7.0,1.0,,1.0,1.0,6.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,6.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,4.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,
078_output.txt,1.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,,3.0,,,2.0,2.0,,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,4.0,1.0,1.0,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,
006_output.txt,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,,5.0,2.0,,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,,3.0,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,,4.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,
075_output.txt,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,7.0,1.0,,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,2.0,,3.0,,1.0,,,1.0,1.0,,1.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,4.0,1.0,1.0,2.0,,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,
044_output.txt,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,,,3.0,,,2.0,2.0,3.0,1.0,4.0,,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,,,,1.0,1.0,2.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,6.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,6.0,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
056_output.txt,1.0,1.0,1.0,1.0,7.0,3.0,2.0,1.0,2.0,,5.0,,,4.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,3.0,1.0,2.0,,,1.0,,2.0,,,1.0,,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,
088_output.txt,1.0,1.0,1.0,1.0,10.0,1.0,,1.0,,,3.0,,,3.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,,3.0,,1.0,1.0,,1.0,,1.0,2.0,2.0,,1.0,2.0,,1.0,1.0,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,,,6.0,,3.0,1.0,,,,,,,,,1.0,,,,,,,
072_output.txt,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,6.0,3.0,,4.0,1.0,1.0,,2.0,,1.0,,2.0,1.0,1.0,3.0,2.0,1.0,,,3.0,,,1.0,,1.0,3.0,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,2.0,2.0,3.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,
087_output.txt,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,5.0,2.0,1.0,,,,,,,,,
058_output.txt,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,4.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
000_output.txt,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,2.0,1.0,,3.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,3.0,,
007_output.txt,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,1.0,3.0,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,2.0,,,,,,,,1.0,1.0,,,1.0
005_output.txt,1.0,1.0,1.0,1.0,5.0,6.0,,1.0,3.0,1.0,2.0,,1.0,,1.0,,4.0,3.0,1.0,,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,3.0,1.0,,4.0,,1.0,2.0,1.0,1.0,5.0,1.0,,,3.0,,1.0,1.0,,,,1.0,,,,,,,,
077_output.txt,1.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,4.0,4.0,1.0,,,,,,,,,
079_output.txt,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,,4.0,3.0,,,2.0,,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,,3.0,,2.0,,,2.0,3.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,4.0,,,1.0,1.0,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,4.0,,
062_output.txt,1.0,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,,7.0,3.0,,1.0,2.0,2.0,4.0,4.0,,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,,3.0,1.0,,2.0,,1.0,2.0,1.0,,1.0,2.0,4.0,1.0,1.0,,,,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,
021_output.txt,1.0,1.0,1.0,,2.0,3.0,,1.0,,1.0,1.0,,1.0,,2.0,2.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,2.0,1.0,3.0,,,1.0,,,,1.0,,,,,,,,,1.0,,2.0,1.0,
